mondo id	mondo label	phenotypes to high-level hpo	histopheno	of body system or component	of developmental or physiological process	of etiologic mechanism	of genetic or genomic mechanism	of primarily extrinsic mechanism	of molecular mechanism
MONDO:0013969	combined oxidative phosphorylation defect type 11	Abnormality of the nervous system; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system	nervous_system; metabolism_homeostasis; genitourinary_system; digestive_system; musculature; blood; endocrine; head_neck; respiratory; ear; prenatal_or_birth		metabolic disease; disorder of development or morphogenesis; mitochondrial disease		hereditary disease		
MONDO:0010327	HSD10 mitochondrial disease	Abnormality of the nervous system; Growth abnormality; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormal cellular phenotype; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	nervous_system; metabolism_homeostasis; musculature; head_neck; eye; blood; digestive_system; genitourinary_system; ear; skeletal_system; integument; endocrine; growth	nervous system disorder	metabolic disease; disorder of development or morphogenesis; mitochondrial disease		hereditary disease		
MONDO:0014332	hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	Abnormality of the nervous system; Abnormality of the respiratory system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system	metabolism_homeostasis; blood; genitourinary_system; nervous_system; digestive_system; integument; endocrine; respiratory		metabolic disease		hereditary disease		
MONDO:0011717	hyperinsulinism-hyperammonemia syndrome	Abnormality of the nervous system; Growth abnormality; Abnormality of the digestive system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system	nervous_system; metabolism_homeostasis; blood; endocrine; genitourinary_system; digestive_system; growth	digestive system disorder; endocrine system disorder	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0009862	dihydropteridine reductase deficiency	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the digestive system; Abnormality of metabolism/homeostasis; Abnormality of head or neck	nervous_system; musculature; skeletal_system; head_neck; metabolism_homeostasis; digestive_system; blood		metabolic disease		hereditary disease		
MONDO:0009908	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system	nervous_system; metabolism_homeostasis; musculature; blood; genitourinary_system; endocrine		metabolic disease		hereditary disease		
MONDO:0010183	methylmalonic aciduria and homocystinuria type cblF	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	blood; metabolism_homeostasis; digestive_system; head_neck; immune_system; nervous_system; growth; genitourinary_system; integument; musculature; endocrine; ear; respiratory	hematologic disorder	metabolic disease		hereditary disease	nutritional disorder	
MONDO:0013925	methylmalonic acidemia with homocystinuria, type cblJ	Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	metabolism_homeostasis; blood; musculature; digestive_system; skeletal_system; nervous_system; genitourinary_system; head_neck; respiratory; growth; eye; immune_system; connective_tissue; prenatal_or_birth; breast	hematologic disorder	metabolic disease		hereditary disease	nutritional disorder	
MONDO:0975798	methylmalonic aciduria and homocystinuria, cb1L type	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye		hematologic disorder	metabolic disease		hereditary disease	nutritional disorder	
MONDO:0100224	mitochondrial complex I deficiency, nuclear type 1	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormal cellular phenotype; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	nervous_system; head_neck; metabolism_homeostasis; musculature; digestive_system; eye; blood; genitourinary_system; respiratory; skeletal_system; endocrine; growth; integument; immune_system; ear	musculoskeletal system disorder	metabolic disease; disorder of development or morphogenesis; mitochondrial disease		hereditary disease		
MONDO:0013547	mitochondrial complex V (ATP synthase) deficiency, nuclear type 3	Abnormality of the nervous system; Abnormal cellular phenotype; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the cardiovascular system	metabolism_homeostasis; nervous_system; genitourinary_system; blood		metabolic disease; disorder of development or morphogenesis; mitochondrial disease		hereditary disease		
MONDO:0011760	Scheie syndrome	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	head_neck; skeletal_system; nervous_system; musculature; digestive_system; eye; metabolism_homeostasis; genitourinary_system; blood; immune_system; endocrine; ear	disorder of orbital region; musculoskeletal system disorder; syndromic disease; disorder of visual system	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0011758	Hurler syndrome	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; head_neck; skeletal_system; digestive_system; nervous_system; eye; immune_system; connective_tissue; metabolism_homeostasis; blood; integument; genitourinary_system; respiratory; growth; endocrine; ear	disorder of orbital region; musculoskeletal system disorder; syndromic disease; disorder of visual system	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0018931	mucolipidosis type III, alpha/beta	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the voice; Abnormality of the respiratory system; Abnormal cellular phenotype; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; skeletal_system; head_neck; nervous_system; eye; digestive_system; metabolism_homeostasis; connective_tissue; growth; integument; ear; genitourinary_system; blood; immune_system; respiratory; endocrine	musculoskeletal system disorder	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0019249	mucopolysaccharidosis	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	musculature; skeletal_system; head_neck; digestive_system; nervous_system; eye; immune_system; respiratory; metabolism_homeostasis; connective_tissue; ear; integument; genitourinary_system; growth; blood; endocrine; prenatal_or_birth		metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0009919	peroxisomal acyl-CoA oxidase deficiency	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	nervous_system; head_neck; eye; musculature; digestive_system; metabolism_homeostasis; skeletal_system; endocrine; ear; integument; respiratory; growth; breast		metabolic disease		hereditary disease		
MONDO:0013945	peroxisome biogenesis disorder 9B	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the eye	head_neck; nervous_system; eye; musculature; skeletal_system; integument; metabolism_homeostasis; blood; ear	syndromic disease; nervous system disorder	metabolic disease; disorder of development or morphogenesis		hereditary disease		
MONDO:0008972	rhizomelic chondrodysplasia punctata type 1	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the ear; Abnormality of head or neck; Abnormality of the eye	musculature; skeletal_system; head_neck; nervous_system; growth; integument; digestive_system; eye; metabolism_homeostasis; blood; respiratory; ear; connective_tissue	disorder of orbital region; musculoskeletal system disorder; syndromic disease; nervous system disorder; disorder of visual system	metabolic disease		hereditary disease		
MONDO:0010006	Sandhoff disease	Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	nervous_system; musculature; head_neck; digestive_system; skeletal_system; metabolism_homeostasis; eye; genitourinary_system; blood; immune_system; endocrine; integument; growth; respiratory; ear; connective_tissue	disorder of orbital region; nervous system disorder; disorder of visual system	psychiatric disorder; metabolic disease		hereditary disease		
MONDO:0010056	spinal muscular atrophy, type IV	Abnormality of limbs; Abnormality of the nervous system; Abnormality of head or neck; Abnormality of the musculoskeletal system	musculature; nervous_system; head_neck; digestive_system	nervous system disorder			hereditary disease		
MONDO:0700299	ACTH-independent macronodular adrenal hyperplasia 3	Abnormality of the endocrine system	endocrine; blood	syndromic disease; endocrine system disorder			hereditary disease		
MONDO:0009877	Laron syndrome	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the musculoskeletal system; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the eye	skeletal_system; head_neck; musculature; growth; nervous_system; digestive_system; endocrine; integument; blood; eye; metabolism_homeostasis; genitourinary_system	syndromic disease; endocrine system disorder			hereditary disease		
MONDO:0010133	thyroid dyshormonogenesis 2A	Abnormality of the endocrine system	endocrine; blood	endocrine system disorder	metabolic disease		hereditary disease		
